filename,filepath,emotion,actor_id,statement_id,gender
03-01-03-01-01-02-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-15.wav,happy,15,1,male
03-01-03-01-01-02-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-03.wav,happy,3,1,male
03-01-03-01-01-02-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-17.wav,happy,17,1,male
03-01-03-01-02-02-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-23.wav,happy,23,2,male
03-01-03-01-02-02-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-22.wav,happy,22,2,female
03-01-03-01-01-02-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-16.wav,happy,16,1,female
03-01-03-01-01-02-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-02.wav,happy,2,1,female
03-01-03-01-02-01-14.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-14.wav,happy,14,2,female
03-01-03-01-01-01-08.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-08.wav,happy,8,1,female
03-01-03-01-01-01-20.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-20.wav,happy,20,1,female
03-01-03-01-01-01-21.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-21.wav,happy,21,1,male
03-01-03-01-01-01-09.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-09.wav,happy,9,1,male
03-01-03-01-02-01-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-15.wav,happy,15,2,male
03-01-03-01-02-01-01.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-01.wav,happy,1,2,male
03-01-03-01-02-01-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-17.wav,happy,17,2,male
03-01-03-01-02-01-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-03.wav,happy,3,2,male
03-01-03-01-01-01-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-23.wav,happy,23,1,male
03-01-03-01-01-01-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-22.wav,happy,22,1,female
03-01-03-01-02-01-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-02.wav,happy,2,2,female
03-01-03-01-02-01-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-16.wav,happy,16,2,female
03-01-03-01-02-01-12.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-12.wav,happy,12,2,female
03-01-03-01-02-01-06.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-06.wav,happy,6,2,female
03-01-03-01-02-01-07.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-07.wav,happy,7,2,male
03-01-03-01-02-01-13.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-13.wav,happy,13,2,male
03-01-03-01-02-01-05.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-05.wav,happy,5,2,male
03-01-03-01-02-01-11.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-11.wav,happy,11,2,male
03-01-03-01-01-01-19.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-19.wav,happy,19,1,male
03-01-03-01-01-01-18.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-18.wav,happy,18,1,female
03-01-03-01-01-01-24.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-24.wav,happy,24,1,female
03-01-03-01-02-01-10.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-10.wav,happy,10,2,female
03-01-03-01-02-01-04.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-04.wav,happy,4,2,female
03-01-03-01-02-01-09.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-09.wav,happy,9,2,male
03-01-03-01-02-01-21.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-21.wav,happy,21,2,male
03-01-03-01-01-01-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-15.wav,happy,15,1,male
03-01-03-01-01-01-01.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-01.wav,happy,1,1,male
03-01-03-01-01-01-14.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-14.wav,happy,14,1,female
03-01-03-01-02-01-20.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-20.wav,happy,20,2,female
03-01-03-01-02-01-08.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-08.wav,happy,8,2,female
03-01-03-01-02-01-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-22.wav,happy,22,2,female
03-01-03-01-01-01-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-02.wav,happy,2,1,female
03-01-03-01-01-01-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-16.wav,happy,16,1,female
03-01-03-01-01-01-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-17.wav,happy,17,1,male
03-01-03-01-01-01-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-03.wav,happy,3,1,male
03-01-03-01-02-01-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-23.wav,happy,23,2,male
03-01-03-01-01-01-07.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-07.wav,happy,7,1,male
03-01-03-01-01-01-13.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-13.wav,happy,13,1,male
03-01-03-01-01-01-12.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-12.wav,happy,12,1,female
03-01-03-01-01-01-06.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-06.wav,happy,6,1,female
03-01-03-01-02-01-24.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-24.wav,happy,24,2,female
03-01-03-01-02-01-18.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-18.wav,happy,18,2,female
03-01-03-01-01-01-10.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-10.wav,happy,10,1,female
03-01-03-01-01-01-04.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-04.wav,happy,4,1,female
03-01-03-01-01-01-05.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-05.wav,happy,5,1,male
03-01-03-01-01-01-11.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-01-11.wav,happy,11,1,male
03-01-03-01-02-01-19.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-01-19.wav,happy,19,2,male
03-01-03-01-02-02-13.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-13.wav,happy,13,2,male
03-01-03-01-02-02-07.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-07.wav,happy,7,2,male
03-01-03-01-02-02-06.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-06.wav,happy,6,2,female
03-01-03-01-02-02-12.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-12.wav,happy,12,2,female
03-01-03-01-01-02-24.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-24.wav,happy,24,1,female
03-01-03-01-01-02-18.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-18.wav,happy,18,1,female
03-01-03-01-02-02-04.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-04.wav,happy,4,2,female
03-01-03-01-02-02-10.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-10.wav,happy,10,2,female
03-01-03-01-02-02-11.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-11.wav,happy,11,2,male
03-01-03-01-02-02-05.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-05.wav,happy,5,2,male
03-01-03-01-01-02-19.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-19.wav,happy,19,1,male
03-01-03-01-01-02-09.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-09.wav,happy,9,1,male
03-01-03-01-01-02-21.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-21.wav,happy,21,1,male
03-01-03-01-02-02-01.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-01.wav,happy,1,2,male
03-01-03-01-02-02-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-15.wav,happy,15,2,male
03-01-03-01-02-02-14.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-14.wav,happy,14,2,female
03-01-03-01-01-02-20.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-20.wav,happy,20,1,female
03-01-03-01-01-02-08.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-08.wav,happy,8,1,female
03-01-03-01-01-02-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-22.wav,happy,22,1,female
03-01-03-01-02-02-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-16.wav,happy,16,2,female
03-01-03-01-02-02-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-02.wav,happy,2,2,female
03-01-03-01-02-02-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-03.wav,happy,3,2,male
03-01-03-01-02-02-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-02-02-17.wav,happy,17,2,male
03-01-03-01-01-02-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/happy/03-01-03-01-01-02-23.wav,happy,23,1,male
03-01-04-01-01-02-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-02.wav,sad,2,1,female
03-01-04-01-01-02-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-16.wav,sad,16,1,female
03-01-04-01-02-02-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-22.wav,sad,22,2,female
03-01-04-01-02-02-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-23.wav,sad,23,2,male
03-01-04-01-01-02-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-17.wav,sad,17,1,male
03-01-04-01-01-02-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-03.wav,sad,3,1,male
03-01-04-01-01-02-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-15.wav,sad,15,1,male
03-01-04-01-01-02-01.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-01.wav,sad,1,1,male
03-01-04-01-02-02-09.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-09.wav,sad,9,2,male
03-01-04-01-02-02-21.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-21.wav,sad,21,2,male
03-01-04-01-02-02-20.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-20.wav,sad,20,2,female
03-01-04-01-02-02-08.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-08.wav,sad,8,2,female
03-01-04-01-01-02-14.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-14.wav,sad,14,1,female
03-01-04-01-01-02-10.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-10.wav,sad,10,1,female
03-01-04-01-01-02-04.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-04.wav,sad,4,1,female
03-01-04-01-02-02-24.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-24.wav,sad,24,2,female
03-01-04-01-02-02-18.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-18.wav,sad,18,2,female
03-01-04-01-02-02-19.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-02-19.wav,sad,19,2,male
03-01-04-01-01-02-05.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-05.wav,sad,5,1,male
03-01-04-01-01-02-11.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-11.wav,sad,11,1,male
03-01-04-01-01-02-07.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-07.wav,sad,7,1,male
03-01-04-01-01-02-13.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-13.wav,sad,13,1,male
03-01-04-01-01-02-12.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-12.wav,sad,12,1,female
03-01-04-01-01-02-06.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-02-06.wav,sad,6,1,female
03-01-04-01-02-01-04.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-04.wav,sad,4,2,female
03-01-04-01-02-01-10.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-10.wav,sad,10,2,female
03-01-04-01-01-01-24.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-24.wav,sad,24,1,female
03-01-04-01-01-01-18.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-18.wav,sad,18,1,female
03-01-04-01-01-01-19.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-19.wav,sad,19,1,male
03-01-04-01-02-01-11.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-11.wav,sad,11,2,male
03-01-04-01-02-01-05.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-05.wav,sad,5,2,male
03-01-04-01-02-01-13.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-13.wav,sad,13,2,male
03-01-04-01-02-01-07.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-07.wav,sad,7,2,male
03-01-04-01-02-01-06.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-06.wav,sad,6,2,female
03-01-04-01-02-01-12.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-12.wav,sad,12,2,female
03-01-04-01-02-01-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-16.wav,sad,16,2,female
03-01-04-01-02-01-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-02.wav,sad,2,2,female
03-01-04-01-01-01-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-22.wav,sad,22,1,female
03-01-04-01-01-01-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-23.wav,sad,23,1,male
03-01-04-01-02-01-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-03.wav,sad,3,2,male
03-01-04-01-02-01-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-17.wav,sad,17,2,male
03-01-04-01-02-01-01.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-01.wav,sad,1,2,male
03-01-04-01-02-01-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-15.wav,sad,15,2,male
03-01-04-01-01-01-09.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-09.wav,sad,9,1,male
03-01-04-01-01-01-21.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-21.wav,sad,21,1,male
03-01-04-01-01-01-20.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-20.wav,sad,20,1,female
03-01-04-01-01-01-08.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-08.wav,sad,8,1,female
03-01-04-01-02-01-14.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-14.wav,sad,14,2,female
03-01-04-01-02-01-19.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-19.wav,sad,19,2,male
03-01-04-01-01-01-11.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-11.wav,sad,11,1,male
03-01-04-01-01-01-05.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-05.wav,sad,5,1,male
03-01-04-01-01-01-04.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-04.wav,sad,4,1,female
03-01-04-01-01-01-10.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-10.wav,sad,10,1,female
03-01-04-01-02-01-18.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-18.wav,sad,18,2,female
03-01-04-01-02-01-24.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-24.wav,sad,24,2,female
03-01-04-01-01-01-06.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-06.wav,sad,6,1,female
03-01-04-01-01-01-12.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-12.wav,sad,12,1,female
03-01-04-01-01-01-13.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-13.wav,sad,13,1,male
03-01-04-01-01-01-07.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-07.wav,sad,7,1,male
03-01-04-01-02-01-23.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-23.wav,sad,23,2,male
03-01-04-01-01-01-03.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-03.wav,sad,3,1,male
03-01-04-01-01-01-17.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-17.wav,sad,17,1,male
03-01-04-01-01-01-16.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-16.wav,sad,16,1,female
03-01-04-01-01-01-02.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-02.wav,sad,2,1,female
03-01-04-01-02-01-22.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-22.wav,sad,22,2,female
03-01-04-01-02-01-08.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-08.wav,sad,8,2,female
03-01-04-01-02-01-20.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-02-01-20.wav,sad,20,2,female
03-01-04-01-01-01-14.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-14.wav,sad,14,1,female
03-01-04-01-01-01-01.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-01.wav,sad,1,1,male
03-01-04-01-01-01-15.wav,/Users/mcuzlas/Desktop/voice emotion system/data/real_datasets/RAVDESS/sad/03-01-04-01-01-01-15.wav,sad,15,1,male
